Chromosome	Start_Position	End_Position	SEQ_ASSAY_ID
1	150550693	150550993	JHU-500STP
1	150551302	150552022	JHU-500STP
1	150784451	150784631	JHU-500STP
1	150785610	150785850	JHU-500STP
1	150786513	150786753	JHU-500STP
1	150788688	150788928	JHU-500STP
1	150789194	150789434	JHU-500STP
1	150789497	150789737	JHU-500STP
1	150789782	150789962	JHU-500STP
1	150790330	150790570	JHU-500STP
1	150795625	150795865	JHU-500STP
1	150798964	150799144	JHU-500STP
1	150801515	150801755	JHU-500STP
1	150802327	150802507	JHU-500STP
1	150804246	150804426	JHU-500STP
1	150804752	150804932	JHU-500STP
1	150806944	150807184	JHU-500STP
1	150808742	150808982	JHU-500STP
1	150811903	150812143	JHU-500STP
1	150818670	150818850	JHU-500STP
1	150825169	150825349	JHU-500STP
1	150830760	150831000	JHU-500STP
1	154130065	154131574	JHU-500STP
1	154139702	154141022	JHU-500STP
1	154141603	154143000	JHU-500STP
1	154143065	154143245	JHU-500STP
1	154143836	154144016	JHU-500STP
1	154144452	154144632	JHU-500STP
1	154145328	154145738	JHU-500STP
1	154148537	154148777	JHU-500STP
1	154155409	154155649	JHU-500STP
1	154163604	154163844	JHU-500STP
1	154164315	154164555	JHU-500STP
1	154947160	154947340	JHU-500STP
1	154950414	154950654	JHU-500STP
1	154951136	154951316	JHU-500STP
1	155158557	155158737	JHU-500STP
1	155159655	155160111	JHU-500STP
1	155160145	155160385	JHU-500STP
1	155160421	155160601	JHU-500STP
1	155160624	155161104	JHU-500STP
1	155161659	155162139	JHU-500STP
1	155629425	155630745	JHU-500STP
1	155630996	155631236	JHU-500STP
1	155638372	155638612	JHU-500STP
1	155640062	155640302	JHU-500STP
1	155642316	155642556	JHU-500STP
1	155644753	155644933	JHU-500STP
1	155646317	155646557	JHU-500STP
1	155649131	155649371	JHU-500STP
1	155650136	155650316	JHU-500STP
1	155657848	155658268	JHU-500STP
1	155870143	155870443	JHU-500STP
1	155874077	155874317	JHU-500STP
1	155874468	155874648	JHU-500STP
1	155880178	155880358	JHU-500STP
1	155880400	155880762	JHU-500STP
1	156737527	156738621	JHU-500STP
1	156751838	156752507	JHU-500STP
1	156755888	156756982	JHU-500STP
1	156761446	156761773	JHU-500STP
1	156764150	156764648	JHU-500STP
1	156767010	156767190	JHU-500STP
1	156770118	156770298	JHU-500STP
1	156785407	156786847	JHU-500STP
1	156805395	156809915	JHU-500STP
1	156809943	156817023	JHU-500STP
1	156818699	156819539	JHU-500STP
1	156820933	156822813	JHU-500STP
1	156823198	156824476	JHU-500STP
1	156827006	156828566	JHU-500STP
1	156828688	156829888	JHU-500STP
1	156829894	156833014	JHU-500STP
1	156834026	156835066	JHU-500STP
1	156836177	156837297	JHU-500STP
1	156837720	156838800	JHU-500STP
1	156841191	156842031	JHU-500STP
1	156842987	156845507	JHU-500STP
1	156845509	156846749	JHU-500STP
1	156848484	156849404	JHU-500STP
1	156849682	156851665	JHU-500STP
1	158580996	158581236	JHU-500STP
1	158582558	158582798	JHU-500STP
1	158583463	158583703	JHU-500STP
1	158583979	158584159	JHU-500STP
1	158584979	158585219	JHU-500STP
1	158587262	158587442	JHU-500STP
1	158587747	158587927	JHU-500STP
1	158588947	158589187	JHU-500STP
1	158589927	158590287	JHU-500STP
1	158592757	158592997	JHU-500STP
1	158595883	158596063	JHU-500STP
1	158596592	158596832	JHU-500STP
1	158597373	158597553	JHU-500STP
1	158604278	158604518	JHU-500STP
1	158605643	158605883	JHU-500STP
1	158606370	158606610	JHU-500STP
1	158607806	158608046	JHU-500STP
1	158609303	158609543	JHU-500STP
1	158609608	158609848	JHU-500STP
1	158612146	158612386	JHU-500STP
1	158612564	158612804	JHU-500STP
1	158613043	158613283	JHU-500STP
1	158613994	158614234	JHU-500STP
1	158614956	158615196	JHU-500STP
1	158615244	158615424	JHU-500STP
1	158617299	158617539	JHU-500STP
1	158618250	158618490	JHU-500STP
1	158619601	158619781	JHU-500STP
1	158621087	158621327	JHU-500STP
1	158622229	158622469	JHU-500STP
1	158623019	158623259	JHU-500STP
1	158624349	158624589	JHU-500STP
1	158626309	158626489	JHU-500STP
1	158627255	158627495	JHU-500STP
1	158631017	158631257	JHU-500STP
1	158632463	158632763	JHU-500STP
1	158636076	158636316	JHU-500STP
1	158637629	158637869	JHU-500STP
1	158639155	158639395	JHU-500STP
1	158639447	158639627	JHU-500STP
1	158641067	158641307	JHU-500STP
1	158641797	158642037	JHU-500STP
1	158644049	158644517	JHU-500STP
1	158645887	158646127	JHU-500STP
1	158647431	158647671	JHU-500STP
1	158648137	158648377	JHU-500STP
1	158650325	158650565	JHU-500STP
1	158651266	158651506	JHU-500STP
1	158653103	158653343	JHU-500STP
1	158654867	158655167	JHU-500STP
1	158656205	158656385	JHU-500STP
1	160314301	160314683	JHU-500STP
1	160318730	160318970	JHU-500STP
1	160319247	160319487	JHU-500STP
1	160319847	160320087	JHU-500STP
1	160320966	160321206	JHU-500STP
1	160321420	160321660	JHU-500STP
1	160321799	160322039	JHU-500STP
1	160322608	160322848	JHU-500STP
1	160322898	160323078	JHU-500STP
1	160323873	160324113	JHU-500STP
1	160325375	160325790	JHU-500STP
1	160326003	160326183	JHU-500STP
1	160326346	160326586	JHU-500STP
1	160326816	160327056	JHU-500STP
1	160327879	160328119	JHU-500STP
1	161284115	161284295	JHU-500STP
1	161293323	161293503	JHU-500STP
1	161298116	161298356	JHU-500STP
1	161310324	161310504	JHU-500STP
1	161326428	161326668	JHU-500STP
1	161332104	161332344	JHU-500STP
1	16174513	16174693	JHU-500STP
1	16199290	16199650	JHU-500STP
1	16202664	16203204	JHU-500STP
1	16235775	16236015	JHU-500STP
1	16237575	16237815	JHU-500STP
1	16242578	16242818	JHU-500STP
1	16245363	16245603	JHU-500STP
1	16245835	16246075	JHU-500STP
1	16247301	16247541	JHU-500STP
1	16248673	16248913	JHU-500STP
1	16254556	16262477	JHU-500STP
1	16262504	16262804	JHU-500STP
1	16263628	16264168	JHU-500STP
1	16264283	16264523	JHU-500STP
1	16265171	16265411	JHU-500STP
1	16265736	16265976	JHU-500STP
1	162688804	162688984	JHU-500STP
1	162722815	162723055	JHU-500STP
1	162724379	162724679	JHU-500STP
1	162724899	162725139	JHU-500STP
1	162725386	162725626	JHU-500STP
1	162729557	162729797	JHU-500STP
1	162730972	162731272	JHU-500STP
1	162735731	162735911	JHU-500STP
1	162736963	162737203	JHU-500STP
1	162740070	162740430	JHU-500STP
1	162741779	162742079	JHU-500STP
1	162743202	162743442	JHU-500STP
1	162745417	162745657	JHU-500STP
1	162745892	162746192	JHU-500STP
1	162748324	162748564	JHU-500STP
1	162749848	162750088	JHU-500STP
1	16451603	16451843	JHU-500STP
1	164529034	164529274	JHU-500STP
1	164532421	164532601	JHU-500STP
1	16455886	16456126	JHU-500STP
1	16456697	16456937	JHU-500STP
1	16458170	16458410	JHU-500STP
1	16458543	16458783	JHU-500STP
1	16458813	16458993	JHU-500STP
1	16459648	16459888	JHU-500STP
1	16459918	16460158	JHU-500STP
1	16460292	16460472	JHU-500STP
1	16460922	16461102	JHU-500STP
1	16461487	16461727	JHU-500STP
1	16462087	16462327	JHU-500STP
1	16464333	16464693	JHU-500STP
1	16464727	16464967	JHU-500STP
1	16474847	16475567	JHU-500STP
1	164761620	164762030	JHU-500STP
1	164768910	164769150	JHU-500STP
1	16477334	16477514	JHU-500STP
1	164776726	164776966	JHU-500STP
1	164781186	164781426	JHU-500STP
1	164789244	164789484	JHU-500STP
1	164790728	164790908	JHU-500STP
1	164815776	164815956	JHU-500STP
1	164818517	164818697	JHU-500STP
1	16482294	16482474	JHU-500STP
1	17345324	17345504	JHU-500STP
1	17349043	17349283	JHU-500STP
1	17350398	17350638	JHU-500STP
1	17354147	17354387	JHU-500STP
1	17355042	17355282	JHU-500STP
1	17359507	17359687	JHU-500STP
1	17371199	17371439	JHU-500STP
1	17380385	17380568	JHU-500STP
1	179076814	179078614	JHU-500STP
1	179079383	179079623	JHU-500STP
1	179079875	179080055	JHU-500STP
1	179081398	179081578	JHU-500STP
1	179083968	179084208	JHU-500STP
1	179086438	179086678	JHU-500STP
1	179087690	179087930	JHU-500STP
1	179089276	179089456	JHU-500STP
1	179090715	179091015	JHU-500STP
1	179095479	179095839	JHU-500STP
1	179100410	179100650	JHU-500STP
1	179112003	179112243	JHU-500STP
1	182544499	182544739	JHU-500STP
1	182545337	182545577	JHU-500STP
1	182550305	182550545	JHU-500STP
1	182551115	182551462	JHU-500STP
1	182553168	182553348	JHU-500STP
1	182554451	182555951	JHU-500STP
1	185056638	185056818	JHU-500STP
1	185060670	185060910	JHU-500STP
1	185062180	185062420	JHU-500STP
1	185067189	185067489	JHU-500STP
1	185068888	185069128	JHU-500STP
1	185069262	185069502	JHU-500STP
1	186283040	186283220	JHU-500STP
1	186283718	186283898	JHU-500STP
1	186286552	186286792	JHU-500STP
1	186287536	186287776	JHU-500STP
1	186287822	186288002	JHU-500STP
1	186289376	186289616	JHU-500STP
1	186291406	186291586	JHU-500STP
1	186291593	186291773	JHU-500STP
1	186292789	186293029	JHU-500STP
1	186294850	186295030	JHU-500STP
1	186295162	186295282	JHU-500STP
1	186295348	186295468	JHU-500STP
1	186296604	186296844	JHU-500STP
1	186300581	186300761	JHU-500STP
1	186301280	186301520	JHU-500STP
1	186302239	186302539	JHU-500STP
1	186303440	186303680	JHU-500STP
1	186304140	186304320	JHU-500STP
1	186304452	186304692	JHU-500STP
1	186305606	186305846	JHU-500STP
1	186306096	186306336	JHU-500STP
1	186307149	186307389	JHU-500STP
1	186308718	186308958	JHU-500STP
1	186310105	186310572	JHU-500STP
1	186312411	186312651	JHU-500STP
1	186313009	186313249	JHU-500STP
1	186313488	186313728	JHU-500STP
1	186314649	186314889	JHU-500STP
1	186315222	186315462	JHU-500STP
1	186316386	186316626	JHU-500STP
1	186319317	186319557	JHU-500STP
1	186320411	186320651	JHU-500STP
1	186321054	186321294	JHU-500STP
1	186322780	186323020	JHU-500STP
1	186324495	186324953	JHU-500STP
1	186325379	186325619	JHU-500STP
1	186326491	186326791	JHU-500STP
1	186327608	186327848	JHU-500STP
1	186328909	186329149	JHU-500STP
1	186329360	186329540	JHU-500STP
1	186329846	186330086	JHU-500STP
1	186330707	186331050	JHU-500STP
1	186331375	186331555	JHU-500STP
1	186331930	186332170	JHU-500STP
1	186332405	186332645	JHU-500STP
1	186336975	186337155	JHU-500STP
1	186340048	186340228	JHU-500STP
1	186342422	186342662	JHU-500STP
1	186343983	186344283	JHU-500STP
1	186643449	186643929	JHU-500STP
1	186644334	186644574	JHU-500STP
1	186644992	186645352	JHU-500STP
1	186645565	186645865	JHU-500STP
1	186645916	186646096	JHU-500STP
1	186646751	186646991	JHU-500STP
1	186647344	186647584	JHU-500STP
1	186648141	186648381	JHU-500STP
1	186648391	186648631	JHU-500STP
1	18958049	18958229	JHU-500STP
1	18960764	18961064	JHU-500STP
1	18961549	18961789	JHU-500STP
1	18962610	18962958	JHU-500STP
1	19018227	19018467	JHU-500STP
1	19027109	19027349	JHU-500STP
1	19029568	19030420	JHU-500STP
1	19061809	19062495	JHU-500STP
1	19071245	19071485	JHU-500STP
1	193091282	193091522	JHU-500STP
1	193094165	193094405	JHU-500STP
1	193099247	193099427	JHU-500STP
1	193104461	193104782	JHU-500STP
1	193107168	193107348	JHU-500STP
1	193110967	193111207	JHU-500STP
1	193116955	193117135	JHU-500STP
1	193119382	193119562	JHU-500STP
1	193121451	193121631	JHU-500STP
1	193172863	193173043	JHU-500STP
1	193181122	193181302	JHU-500STP
1	193181473	193181653	JHU-500STP
1	193202083	193202323	JHU-500STP
1	193205315	193205555	JHU-500STP
1	193218810	193219050	JHU-500STP
1	193219733	193219913	JHU-500STP
1	203274685	203274925	JHU-500STP
1	203276218	203276578	JHU-500STP
1	204393953	204394193	JHU-500STP
1	204394684	204394924	JHU-500STP
1	204396708	204396948	JHU-500STP
1	204397217	204397397	JHU-500STP
1	204398987	204399227	JHU-500STP
1	204400738	204400978	JHU-500STP
1	204401308	204401548	JHU-500STP
1	204402378	204402618	JHU-500STP
1	204402878	204403118	JHU-500STP
1	204403531	204403771	JHU-500STP
1	204408010	204408250	JHU-500STP
1	204409264	204409504	JHU-500STP
1	204410554	204410734	JHU-500STP
1	204411587	204411827	JHU-500STP
1	204412514	204412754	JHU-500STP
1	204413152	204413332	JHU-500STP
1	204413415	204413595	JHU-500STP
1	204415057	204415297	JHU-500STP
1	204416514	204416754	JHU-500STP
1	204418248	204418488	JHU-500STP
1	204418941	204419181	JHU-500STP
1	204423737	204423977	JHU-500STP
1	204424961	204425201	JHU-500STP
1	204426091	204426271	JHU-500STP
1	204426808	204427048	JHU-500STP
1	204428947	204429127	JHU-500STP
1	204429401	204429581	JHU-500STP
1	204429613	204429853	JHU-500STP
1	204433079	204433319	JHU-500STP
1	204433534	204433774	JHU-500STP
1	204434276	204434516	JHU-500STP
1	204437983	204438943	JHU-500STP
1	204494595	204494775	JHU-500STP
1	204495425	204495605	JHU-500STP
1	204499758	204499998	JHU-500STP
1	204501256	204501436	JHU-500STP
1	204506501	204506681	JHU-500STP
1	204507296	204507476	JHU-500STP
1	204511871	204512111	JHU-500STP
1	204513617	204513857	JHU-500STP
1	204515874	204516054	JHU-500STP
1	204518225	204518825	JHU-500STP
1	206646523	206646703	JHU-500STP
1	206647623	206647863	JHU-500STP
1	206648152	206648392	JHU-500STP
1	206649494	206649734	JHU-500STP
1	206649980	206650220	JHU-500STP
1	206651026	206651266	JHU-500STP
1	206651472	206651712	JHU-500STP
1	206652260	206652500	JHU-500STP
1	206653154	206653500	JHU-500STP
1	206653742	206653922	JHU-500STP
1	206658281	206658462	JHU-500STP
1	206658466	206658706	JHU-500STP
1	206661198	206661378	JHU-500STP
1	206664081	206664261	JHU-500STP
1	206664911	206665151	JHU-500STP
1	206666313	206666493	JHU-500STP
1	206666534	206666774	JHU-500STP
1	206667198	206667378	JHU-500STP
1	206669371	206669551	JHU-500STP
1	211526570	211526810	JHU-500STP
1	211527690	211527870	JHU-500STP
1	211529639	211529879	JHU-500STP
1	211533215	211533455	JHU-500STP
1	211533992	211534172	JHU-500STP
1	211534376	211534556	JHU-500STP
1	211538673	211538853	JHU-500STP
1	211542743	211542983	JHU-500STP
1	211544607	211544847	JHU-500STP
1	211545456	211546056	JHU-500STP
1	220752677	220752917	JHU-500STP
1	220754300	220754480	JHU-500STP
1	220771567	220771747	JHU-500STP
1	220773082	220773262	JHU-500STP
1	220777353	220777533	JHU-500STP
1	220789191	220789371	JHU-500STP
1	220791619	220792137	JHU-500STP
1	220804336	220804516	JHU-500STP
1	220805478	220805718	JHU-500STP
1	220808674	220808914	JHU-500STP
1	220809151	220809391	JHU-500STP
1	220823921	220824161	JHU-500STP
1	220825289	220825529	JHU-500STP
1	220826416	220826716	JHU-500STP
1	220831063	220831243	JHU-500STP
1	220835120	220835540	JHU-500STP
1	226251996	226252236	JHU-500STP
1	226253328	226253628	JHU-500STP
1	226258995	226259235	JHU-500STP
1	226549111	226549291	JHU-500STP
1	226549606	226549846	JHU-500STP
1	226550740	226550920	JHU-500STP
1	226551587	226551827	JHU-500STP
1	226552658	226552898	JHU-500STP
1	226553613	226553793	JHU-500STP
1	226555124	226555364	JHU-500STP
1	226555840	226556080	JHU-500STP
1	226558086	226558266	JHU-500STP
1	226561870	226562110	JHU-500STP
1	226564786	226565026	JHU-500STP
1	226566788	226567028	JHU-500STP
1	226567215	226567397	JHU-500STP
1	226567593	226567893	JHU-500STP
1	226568718	226568958	JHU-500STP
1	226570690	226570930	JHU-500STP
1	226573172	226573412	JHU-500STP
1	226573964	226574204	JHU-500STP
1	226576316	226576496	JHU-500STP
1	226578097	226578337	JHU-500STP
1	226579837	226580077	JHU-500STP
1	226589816	226590116	JHU-500STP
1	226595450	226595690	JHU-500STP
1	236958888	236959068	JHU-500STP
1	236966714	236966954	JHU-500STP
1	236969398	236969578	JHU-500STP
1	236971948	236972128	JHU-500STP
1	236973758	236973938	JHU-500STP
1	236975970	236976210	JHU-500STP
1	236978843	236979023	JHU-500STP
1	236979705	236979885	JHU-500STP
1	236987348	236987588	JHU-500STP
1	236988578	236988758	JHU-500STP
1	236990072	236990252	JHU-500STP
1	236992438	236992618	JHU-500STP
1	236995201	236995441	JHU-500STP
1	236998796	236999036	JHU-500STP
1	237001686	237001926	JHU-500STP
1	237013613	237013853	JHU-500STP
1	237015758	237015998	JHU-500STP
1	237016197	237016437	JHU-500STP
1	237023087	237023267	JHU-500STP
1	237024403	237024643	JHU-500STP
1	237025469	237025709	JHU-500STP
1	237026683	237026923	JHU-500STP
1	237037016	237037196	JHU-500STP
1	237038014	237038254	JHU-500STP
1	237044005	237044185	JHU-500STP
1	237048379	237048559	JHU-500STP
1	237049539	237049719	JHU-500STP
1	237052438	237052678	JHU-500STP
1	237054410	237054650	JHU-500STP
1	237057636	237057876	JHU-500STP
1	237058633	237058873	JHU-500STP
1	237060241	237060481	JHU-500STP
1	237060810	237060990	JHU-500STP
1	23885390	23885570	JHU-500STP
1	23885587	23885947	JHU-500STP
1	241661103	241661343	JHU-500STP
1	241663673	241663913	JHU-500STP
1	241665686	241665926	JHU-500STP
1	241667327	241667567	JHU-500STP
1	241669265	241669505	JHU-500STP
1	241671873	241672113	JHU-500STP
1	241675234	241675474	JHU-500STP
1	241676837	241677077	JHU-500STP
1	241680428	241680668	JHU-500STP
1	243662976	243663156	JHU-500STP
1	243668503	243668683	JHU-500STP
1	243675556	243675796	JHU-500STP
1	243708765	243708945	JHU-500STP
1	243716017	243716257	JHU-500STP
1	243726965	243727205	JHU-500STP
1	243736168	243736408	JHU-500STP
1	243776916	243777096	JHU-500STP
1	243778340	243778520	JHU-500STP
1	243800858	243801098	JHU-500STP
1	243809146	243809386	JHU-500STP
1	243828009	243828249	JHU-500STP
1	243858835	243859075	JHU-500STP
1	244006359	244006539	JHU-500STP
1	2488047	2488227	JHU-500STP
1	2489098	2489338	JHU-500STP
1	2489724	2489964	JHU-500STP
1	2491219	2491459	JHU-500STP
1	2492015	2492197	JHU-500STP
1	2493062	2493302	JHU-500STP
1	2494181	2494361	JHU-500STP
1	2494529	2494769	JHU-500STP
1	27056127	27056367	JHU-500STP
1	27057628	27058108	JHU-500STP
1	27059104	27059344	JHU-500STP
1	27087316	27087616	JHU-500STP
1	27087829	27088009	JHU-500STP
1	27088606	27088846	JHU-500STP
1	27089439	27089799	JHU-500STP
1	27092664	27093122	JHU-500STP
1	27094265	27094505	JHU-500STP
1	27097593	27097833	JHU-500STP
1	27098936	27099176	JHU-500STP
1	27099270	27099510	JHU-500STP
1	27099791	27100430	JHU-500STP
1	27100785	27101745	JHU-500STP
1	27102012	27102252	JHU-500STP
1	27105480	27107280	JHU-500STP
1	27681795	27682005	JHU-500STP
1	27682107	27682287	JHU-500STP
1	27682463	27682643	JHU-500STP
1	27682814	27683280	JHU-500STP
1	27683432	27683672	JHU-500STP
1	27683858	27684098	JHU-500STP
1	27684164	27684405	JHU-500STP
1	27684620	27684860	JHU-500STP
1	27684885	27685125	JHU-500STP
